START,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,END
{,AVA,Avista Corporation,43.22,$2.84B,n/a,Public Utilities,Power Generation,}
{,AVP,"Avon Products, Inc.",3.21,$1.42B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,}
{,AVX,AVX Corporation,15.81,$2.67B,n/a,Capital Goods,Electrical Products,}
{,EQH,"AXA Equitable Holdings, Inc.",22.2,$10.9B,2018,Finance,Specialty Insurers,}
{,AXTA,Axalta Coating Systems Ltd.,25.95,$6.09B,2014,Basic Industries,Paints/Coatings,}
{,AXS,Axis Capital Holdings Limited,58.38,$4.9B,2003,Finance,Property-Casualty Insurers,}
{,AXS^D,Axis Capital Holdings Limited,24.64,n/a,n/a,n/a,n/a,}
{,AXS^E,Axis Capital Holdings Limited,24.49,n/a,n/a,n/a,n/a,}
{,AX,"Axos Financial, Inc.",30.03,$1.84B,2018,Finance,Savings Institutions,}
{,AXO,"Axos Financial, Inc.",25.89,n/a,2018,Finance,Savings Institutions,}
{,AZUL,Azul S.A.,28.93,$3.27B,2017,Transportation,Air Freight/Delivery Services,}
{,AZRE,Azure Power Global Limited,11.13,$455.66M,2016,Public Utilities,Electric Utilities: Central,}
{,AZZ,AZZ Inc.,48.18,$1.26B,n/a,Consumer Durables,Building Products,}
{,BGS,"B&G Foods, Inc.",22.46,$1.47B,n/a,Consumer Non-Durables,Packaged Foods,}
{,BRPM,B. Riley Principal Merger Corp.,9.7,n/a,2019,Finance,Business Services,}
{,BRPM.U,B. Riley Principal Merger Corp.,n/a,n/a,2019,n/a,n/a,}
{,BRPM.WS,B. Riley Principal Merger Corp.,n/a,n/a,n/a,n/a,n/a,}
{,BW,Babcock,0.4419,$74.62M,2015,Capital Goods,Building Products,}
{,BGH,Babson Global Short Duration High Yield Fund,18.38,$368.66M,2012,n/a,n/a,}
{,BMI,"Badger Meter, Inc.",54.84,$1.6B,n/a,Capital Goods,Industrial Machinery/Components,}
{,BCSF,"Bain Capital Specialty Finance, Inc.",19.59,$1.01B,2018,n/a,n/a,}
{,BHGE,"Baker Hughes, a GE company",22.32,$23.15B,2017,Energy,Metal Fabrications,}
{,BBN,BalckRock Taxable Municipal Bond Trust,23.03,$1.32B,2010,n/a,n/a,}
{,BLL,Ball Corporation,64.31,$21.53B,n/a,Consumer Durables,Containers/Packaging,}
{,BANC,"Banc of California, Inc.",14.32,$728.1M,n/a,Finance,Major Banks,}
{,BANC^D,"Banc of California, Inc.",25.988,n/a,n/a,n/a,n/a,}
{,BANC^E,"Banc of California, Inc.",26.38,n/a,n/a,n/a,n/a,}
{,BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.81,$38.58B,n/a,Finance,Commercial Banks,}
{,BBD,Banco Bradesco Sa,8.76,$70.36B,n/a,Finance,Major Banks,}
{,BBDO,Banco Bradesco Sa,7.53,$60.48B,n/a,Finance,Major Banks,}
{,BCH,Banco De Chile,28.65,$14.47B,n/a,Finance,Commercial Banks,}
{,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",20.96,$648.74M,1992,Finance,Commercial Banks,}
{,BSBR,Banco Santander Brasil SA,11.05,$82.56B,2009,Finance,Commercial Banks,}
{,BSAC,Banco Santander Chile,28.38,$13.37B,n/a,Finance,Commercial Banks,}
{,BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",7.96,$10.8B,2012,Finance,Commercial Banks,}
{,SAN,"Banco Santander, S.A.",4.67,$75.82B,n/a,Finance,Commercial Banks,}
{,SAN^B,"Banco Santander, S.A.",22.81,n/a,n/a,n/a,n/a,}
{,CIB,BanColombia S.A.,49.9,$12B,n/a,Finance,Commercial Banks,}
{,BXS,BancorpSouth Bank,29.93,$2.98B,n/a,n/a,n/a,}
{,BAC,Bank of America Corporation,29.58,$281.25B,n/a,Finance,Major Banks,}
{,BAC^A,Bank of America Corporation,26.19,n/a,n/a,n/a,n/a,}
{,BAC^B,Bank of America Corporation,26.42,n/a,n/a,n/a,n/a,}
{,BAC^C,Bank of America Corporation,26.17,n/a,n/a,n/a,n/a,}
{,BAC^E,Bank of America Corporation,22.69,n/a,n/a,n/a,n/a,}
{,BAC^K,Bank of America Corporation,26.22,n/a,n/a,n/a,n/a,}
{,BAC^L,Bank of America Corporation,1325.8881,n/a,n/a,n/a,n/a,}
{,BAC^W,Bank of America Corporation,25.9,n/a,n/a,Finance,Major Banks,}
{,BAC^Y,Bank of America Corporation,25.65,n/a,n/a,Finance,Major Banks,}
{,BML^G,Bank of America Corporation,19.97,n/a,n/a,n/a,n/a,}
{,BML^H,Bank of America Corporation,19.6,n/a,n/a,n/a,n/a,}
{,BML^J,Bank of America Corporation,22.1797,n/a,n/a,n/a,n/a,}
{,BML^L,Bank of America Corporation,21.86,n/a,n/a,n/a,n/a,}
{,BOH,Bank of Hawaii Corporation,81.71,$3.35B,n/a,Finance,Major Banks,}
{,BMO,Bank Of Montreal,77.65,$49.59B,n/a,Finance,Commercial Banks,}
{,NTB,Bank of N.T. Butterfield & Son Limited (The),39.05,$2.15B,2016,Finance,Commercial Banks,}
{,BK,Bank Of New York Mellon Corporation (The),48.1,$46.06B,n/a,Finance,Major Banks,}
{,BK^C,Bank Of New York Mellon Corporation (The),25.21,n/a,n/a,n/a,n/a,}
{,BNS,Bank of Nova Scotia (The),53.95,$65.96B,n/a,Finance,Major Banks,}
{,BKU,"BankUnited, Inc.",35.5,$3.49B,2011,Finance,Savings Institutions,}
{,BCS,Barclays PLC,8.28,$35.69B,n/a,Finance,Commercial Banks,}
{,BBDC,"Barings BDC, Inc.",10.08,$509.34M,n/a,n/a,n/a,}
{,MCI,Barings Corporate Investors,16,$321.92M,n/a,n/a,n/a,}
{,MPV,Barings Participation Investors,15.48,$163.21M,1988,Consumer Services,Miscellaneous,}
{,BNED,"Barnes & Noble Education, Inc",4.06,$184.98M,2015,Consumer Services,Other Specialty Stores,}
{,BKS,"Barnes & Noble, Inc.",5.17,$378.42M,n/a,Consumer Services,Other Specialty Stores,}
{,B,"Barnes Group, Inc.",56.47,$2.9B,n/a,Capital Goods,Metal Fabrications,}
{,GOLD,Barrick Gold Corporation,12,$21.02B,n/a,Basic Industries,Precious Metals,}
{,BAS,"Basic Energy Services, Inc.",2.79,$75.21M,2005,Energy,Oilfield Services/Equipment,}
{,BHC,Bausch Health Companies Inc.,25.32,$8.85B,n/a,Health Care,Major Pharmaceuticals,}
{,BAX,Baxter International Inc.,75.94,$38.74B,n/a,Health Care,Medical/Dental Instruments,}
{,BTE,Baytex Energy Corp,2.06,$1.15B,n/a,Energy,Oil & Gas Production,}
{,BBT,BB&T Corporation,49.86,$38.19B,n/a,Finance,Major Banks,}
{,BBT^D,BB&T Corporation,25.64,n/a,n/a,n/a,n/a,}
{,BBT^E,BB&T Corporation,25.52,n/a,n/a,n/a,n/a,}
{,BBT^F,BB&T Corporation,25.09,n/a,n/a,n/a,n/a,}
{,BBT^G,BB&T Corporation,25.04,n/a,n/a,n/a,n/a,}
{,BBT^H,BB&T Corporation,26.06,n/a,n/a,n/a,n/a,}
{,BFR,BBVA Banco Frances S.A.,8.63,$1.76B,n/a,Finance,Commercial Banks,}
{,BBX,BBX Capital Corporation,5.05,$493.71M,2017,Finance,Real Estate,}
{,BCE,"BCE, Inc.",44.58,$40.07B,n/a,Public Utilities,Telecommunications Equipment,}
{,BZH,"Beazer Homes USA, Inc.",10.32,$330.69M,1994,Capital Goods,Homebuilding,}
{,BDX,"Becton, Dickinson and Company",225.4,$60.8B,n/a,Health Care,Medical/Dental Instruments,}
{,BDXA,"Becton, Dickinson and Company",56.57,n/a,n/a,Health Care,Medical/Dental Instruments,}
{,BDC,Belden Inc,61.03,$2.41B,n/a,Basic Industries,Telecommunications Equipment,}
{,BDC^B,Belden Inc,80.89,n/a,n/a,n/a,n/a,}
{,BMS,"Bemis Company, Inc.",58.09,$5.3B,n/a,Consumer Durables,Containers/Packaging,}
{,BHE,"Benchmark Electronics, Inc.",26.15,$1.01B,n/a,Technology,Electrical Products,}
{,BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,}
{,BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,}
{,BHLB,"Berkshire Hills Bancorp, Inc.",30.29,$1.38B,n/a,Finance,Banks,}
{,BERY,"Berry Global Group, Inc.",50.9,$6.7B,2012,Consumer Non-Durables,Plastic Products,}
{,BBY,"Best Buy Co., Inc.",71.32,$19.1B,n/a,Consumer Services,Consumer Electronics/Video Chains,}
{,BEST,BEST Inc.,5.92,$2.32B,2017,Transportation,Trucking Freight/Courier Services,}
{,BHP,BHP Group Limited,51.87,$131.15B,n/a,Basic Industries,Precious Metals,}
{,BBL,BHP Group Plc,46,$116.31B,n/a,Energy,Coal Mining,}
{,BIG,"Big Lots, Inc.",36.52,$1.46B,n/a,Consumer Services,Department/Specialty Retail Stores,}
{,BH,Biglari Holdings Inc.,112.4,$232.41M,2018,Consumer Services,Restaurants,}
{,BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,}
{,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,62.68,$2.78B,2017,Health Care,Major Pharmaceuticals,}
{,BIO,"Bio-Rad Laboratories, Inc.",311.1,$9.27B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,}
{,BITA,Bitauto Holdings Limited,11.27,$784.79M,2010,Technology,EDP Services,}
{,BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",27.24,$3.78B,2018,Consumer Services,Department/Specialty Retail Stores,}
{,BKH,Black Hills Corporation,75.37,$4.55B,n/a,Public Utilities,Electric Utilities: Central,}
{,BKI,"Black Knight, Inc.",54.71,$8.2B,2017,Technology,Computer Software: Prepackaged Software,}
{,BSM,"Black Stone Minerals, L.P.",17.78,$3.66B,2015,Energy,Oil & Gas Production,}
{,BB,BlackBerry Limited,8.83,$4.84B,n/a,Technology,Computer Software: Prepackaged Software,}
{,BGIO,BlackRock 2022 Global Income Opportunity Trust,9.25,$204.69M,2017,n/a,n/a,}
{,BFZ,BlackRock California Municipal Income Trust,13.05,$416.33M,2001,n/a,n/a,}
{,CII,Blackrock Capital and Income Strategies Fund Inc,15.93,$702.85M,2004,n/a,n/a,}
{,BHK,Blackrock Core Bond Trust,13.42,$723.81M,2001,n/a,n/a,}
{,HYT,"Blackrock Corporate High Yield Fund, Inc.",10.48,$1.29B,2003,n/a,n/a,}
{,BTZ,BlackRock Credit Allocation Income Trust,12.7,$1.33B,2006,n/a,n/a,}
{,DSU,"Blackrock Debt Strategies Fund, Inc.",10.74,$566.42M,1998,n/a,n/a,}
{,BGR,BlackRock Energy and Resources Trust,11.82,$352.54M,2004,n/a,n/a,}
{,BDJ,Blackrock Enhanced Equity Dividend Trust,8.7,$1.63B,2005,n/a,n/a,}
{,EGF,"Blackrock Enhanced Government Fund, Inc",13.09,$68.87M,2005,n/a,n/a,}
{,FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.94,$476.9M,2003,n/a,n/a,}
{,BFO,Blackrock Florida Municipal 2020 Term Trust,14.36,$79.87M,2003,n/a,n/a,}
{,BGT,Blackrock Global,12.62,$298.68M,2004,n/a,n/a,}
{,BOE,Blackrock Global,10.59,$722.07M,2005,n/a,n/a,}
{,BME,Blackrock Health Sciences Trust,37.72,$370.83M,2005,n/a,n/a,}
{,BAF,BlackRock Income Investment Quality Trust,14.3,$125.12M,2002,n/a,n/a,}
{,BKT,BlackRock Income Trust Inc. (The),5.97,$380.87M,n/a,n/a,n/a,}
{,BGY,"BLACKROCK INTERNATIONAL, LTD.",5.54,$596.69M,2007,n/a,n/a,}
{,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.72,$252.98M,1993,n/a,n/a,}
{,BTA,BlackRock Long-Term Municipal Advantage Trust,11.93,$160.13M,2006,n/a,n/a,}
{,BZM,BlackRock Maryland Municipal Bond Trust,14.31,$29.78M,2002,n/a,n/a,}
{,MHE,BlackRock Massachusetts Tax-Exempt Trust,12.58,$29.83M,1993,n/a,n/a,}
{,BIT,BlackRock Multi-Sector Income Trust,16.89,$638.81M,2013,n/a,n/a,}
{,MUI,Blackrock Muni Intermediate Duration Fund Inc,14.02,$536.91M,2003,n/a,n/a,}
{,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,14,$58.94M,2003,n/a,n/a,}
{,MUA,"Blackrock MuniAssets Fund, Inc.",15.08,$543M,1993,n/a,n/a,}
{,BKK,Blackrock Municipal 2020 Term Trust,15.06,$304.76M,2003,n/a,n/a,}
{,BBK,Blackrock Municipal Bond Trust,14.47,$152.27M,2002,n/a,n/a,}
{,BBF,BlackRock Municipal Income Investment Trust,13.89,$142.06M,n/a,n/a,n/a,}
{,BYM,Blackrock Municipal Income Quality Trust,13.47,$355.69M,2002,n/a,n/a,}
{,BFK,BlackRock Municipal Income Trust,14.09,$631.67M,n/a,n/a,n/a,}
{,BLE,BlackRock Municipal Income Trust II,14.17,$333.42M,2002,n/a,n/a,}
{,BTT,BlackRock Municipal Target Term Trust Inc. (The),22.63,$1.6B,2012,n/a,n/a,}
{,MEN,"Blackrock MuniEnhanced Fund, Inc.",10.88,$322.93M,1989,n/a,n/a,}
{,MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.47,$552.3M,1998,n/a,n/a,}
{,MUH,"Blackrock MuniHoldings Fund II, Inc.",15.06,$170.72M,1998,n/a,n/a,}
{,MHD,"Blackrock MuniHoldings Fund, Inc.",16.19,$229.76M,1997,n/a,n/a,}
{,MFL,Blackrock MuniHoldings Investment Quality Fund,12.99,$492.27M,1997,n/a,n/a,}
{,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.88,$418.54M,1998,n/a,n/a,}
{,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.14,$409.07M,1997,n/a,n/a,}
{,MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.25,$275.88M,n/a,n/a,n/a,}
{,MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.19,$158.69M,1998,n/a,n/a,}
{,MVT,"Blackrock MuniVest Fund II, Inc.",14.41,$307.01M,1993,n/a,n/a,}
{,MYC,"Blackrock MuniYield California Fund, Inc.",13.46,$288.31M,1992,n/a,n/a,}
{,MCA,"Blackrock MuniYield California Insured Fund, Inc.",13.87,$477.21M,1992,n/a,n/a,}
{,MYD,"Blackrock MuniYield Fund, Inc.",14.24,$667.73M,1991,n/a,n/a,}
{,MYF,Blackrock MuniYield Investment Fund,14.51,$198.83M,1992,n/a,n/a,}
{,MFT,Blackrock MuniYield Investment QualityFund,14.1,$119.53M,1992,n/a,n/a,}
{,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.66,$404.04M,1992,n/a,n/a,}
{,MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",14.7464,$356.25M,1992,n/a,n/a,}
{,MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.61,$499.19M,1992,n/a,n/a,}
{,MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.93,$186M,1992,n/a,n/a,}
{,MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.38,$279.27M,1992,n/a,n/a,}
{,MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.09,$892.09M,n/a,n/a,n/a,}
{,MQY,"Blackrock MuniYield Quality Fund, Inc.",14.32,$439.8M,1992,n/a,n/a,}
{,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,13.4,$173.88M,n/a,n/a,n/a,}
{,BQH,Blackrock New York Municipal Bond Trust,14.68,$41.11M,2002,n/a,n/a,}
{,BSE,Blackrock New York Municipal Income Quality Trust,13.2,$86.06M,2002,n/a,n/a,}
{,BFY,BlackRock New York Municipal Income Trust II,13.93,$69.72M,2002,n/a,n/a,}
{,BCX,BlackRock Resources,7.84,$741.23M,2011,n/a,n/a,}
{,BST,BlackRock Science and Technology Trust,33.11,$742.71M,2014,n/a,n/a,}
{,BSD,BlackRock Strategic Municipal Trust Inc. (The),13.46,$98.37M,1999,n/a,n/a,}
{,BUI,"BlackRock Utility, Infrastructure & Power Opportun",21.26,$361.15M,2011,n/a,n/a,}
{,BHV,BlackRock Virginia Municipal Bond Trust,16.415,$26.35M,2002,n/a,n/a,}
{,BLK,"BlackRock, Inc.",463,$71.98B,1999,Finance,Investment Bankers/Brokers/Service,}
{,BGB,Blackstone / GSO Strategic Credit Fund,14.45,$645.4M,2012,n/a,n/a,}
{,BGX,Blackstone GSO Long Short Credit Income Fund,15.44,$196.12M,2011,n/a,n/a,}
{,BSL,Blackstone GSO Senior Floating Rate Term Fund,16.75,$255.76M,2010,n/a,n/a,}
{,BE,Bloom Energy Corporation,13.37,$1.51B,2018,Energy,Industrial Machinery/Components,}
{,APRN,"Blue Apron Holdings, Inc.",0.8219,$160.34M,2017,Consumer Services,Catalog/Specialty Distribution,}
{,BCRH,Blue Capital Reinsurance Holdings Ltd.,7.31,$64.09M,2013,Finance,Property-Casualty Insurers,}
{,BXG,Bluegreen Vacations Corporation,15.15,$1.13B,2017,Finance,Real Estate,}
{,BXC,BlueLinx Holdings Inc.,24.83,$232.08M,2004,Capital Goods,Wholesale Distributors,}
{,BA,Boeing Company (The),354.67,$199.55B,n/a,Capital Goods,Aerospace,}
{,BCC,"Boise Cascade, L.L.C.",27.02,$1.05B,2013,Consumer Services,RETAIL: Building Materials,}
{,BCEI,"Bonanza Creek Energy, Inc.",24.28,$500.76M,2017,Energy,Oil & Gas Production,}
{,BOOT,"Boot Barn Holdings, Inc.",29.34,$831.17M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,}
{,BAH,Booz Allen Hamilton Holding Corporation,61.24,$8.58B,2010,Consumer Services,Professional Services,}
{,BWA,BorgWarner Inc.,38.48,$7.98B,n/a,Capital Goods,Auto Parts:O.E.M.,}
{,SAM,"Boston Beer Company, Inc. (The)",347.83,$4.06B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),}
{,BXP,"Boston Properties, Inc.",132.21,$20.43B,1997,Consumer Services,Real Estate Investment Trusts,}
{,BXP^B,"Boston Properties, Inc.",25.17,n/a,n/a,n/a,n/a,}
{,BSX,Boston Scientific Corporation,36.58,$50.87B,n/a,Health Care,Medical/Dental Instruments,}
{,BOX,"Box, Inc.",20.24,$2.97B,2015,Technology,Computer Software: Prepackaged Software,}
{,BYD,Boyd Gaming Corporation,27.17,$3.03B,1993,Consumer Services,Hotels/Resorts,}
{,BPMP,BP Midstream Partners LP,14.33,$1.5B,2017,Energy,Natural Gas Distribution,}
{,BP,BP p.l.c.,41.5,$140.77B,n/a,Energy,Integrated oil Companies,}
{,BPT,BP Prudhoe Bay Royalty Trust,20.12,$430.57M,n/a,Energy,Integrated oil Companies,}
{,BRC,Brady Corporation,48.84,$2.57B,n/a,Consumer Durables,Miscellaneous manufacturing industries,}
{,BHR,Braemar Hotels & Resorts Inc.,13.02,$428.14M,2013,Consumer Services,Real Estate Investment Trusts,}
{,BHR^B,Braemar Hotels & Resorts Inc.,19.65,n/a,n/a,n/a,n/a,}
{,BHR^D,Braemar Hotels & Resorts Inc.,25.4501,n/a,n/a,n/a,n/a,}
{,BDN,Brandywine Realty Trust,15,$2.64B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,BWG,BrandywineGLOBAL Global Income Opportunities Fund ,11.12,$233.41M,2012,n/a,n/a,}
{,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.9,$209.83M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,}
{,BAK,Braskem S.A.,20.29,$8.07B,n/a,Basic Industries,Major Chemicals,}
{,BRFS,BRF S.A.,7.58,$6.15B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,}
{,BGG,Briggs & Stratton Corporation,11.57,$486.61M,n/a,Energy,Industrial Machinery/Components,}
{,MNRL,"Brigham Minerals, Inc.",19.45,$1.27B,2019,Energy,Oil & Gas Production,}
{,BFAM,Bright Horizons Family Solutions Inc.,132.27,$7.68B,2013,Miscellaneous,Other Consumer Services,}
{,BEDU,Bright Scholar Education Holdings Limited,11.18,$1.39B,2017,Consumer Services,Other Consumer Services,}
{,BSA,BrightSphere Investment Group plc,23.71,n/a,2016,Finance,Investment Managers,}
{,BSIG,BrightSphere Investment Group plc,13.6,$1.25B,2014,Finance,Investment Managers,}
{,BV,"BrightView Holdings, Inc.",16.54,$1.74B,2018,Consumer Non-Durables,Farming/Seeds/Milling,}
{,EAT,"Brinker International, Inc.",42.64,$1.6B,n/a,Consumer Services,Restaurants,}
{,BCO,Brink&#39;s Company (The),78.56,$3.92B,n/a,Transportation,Oil Refining/Marketing,}
{,BMY,Bristol-Myers Squibb Company,47.01,$76.9B,n/a,Health Care,Major Pharmaceuticals,}
{,BRS,Bristow Group Inc,0.2861,$10.24M,n/a,Transportation,Transportation Services,}
{,BTI,British American Tobacco p.l.c.,37.6,$86.25B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,}
{,BRX,Brixmor Property Group Inc.,18.25,$5.44B,2013,Consumer Services,Real Estate Investment Trusts,}
{,BR,"Broadridge Financial Solutions, Inc.",119.2,$13.84B,n/a,Miscellaneous,Business Services,}
{,BKD,Brookdale Senior Living Inc.,7.08,$1.32B,2005,Health Care,Hospital/Nursing Management,}
{,BAM,Brookfield Asset Management Inc,47.85,$47.57B,n/a,Consumer Services,Building operators,}
{,BBU,Brookfield Business Partners L.P.,38.84,$2.57B,2016,Basic Industries,Engineering & Construction,}
{,DTLA^,Brookfield DTLA Inc.,21.832,n/a,n/a,n/a,n/a,}
{,INF,Brookfield Global Listed Infrastructure Income Fund,12.28,$165.57M,n/a,n/a,n/a,}
{,BIP,Brookfield Infrastructure Partners LP,41.45,$11.59B,n/a,Consumer Services,Marine Transportation,}
{,RA,Brookfield Real Assets Income Fund Inc.,21.98,$801.74M,2016,n/a,n/a,}
{,BEP,Brookfield Renewable Partners L.P.,31.47,$5.63B,n/a,Public Utilities,Electric Utilities: Central,}
{,BRO,"Brown & Brown, Inc.",32.19,$9.08B,n/a,Finance,Specialty Insurers,}
{,BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,}
{,BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,}
{,BRT,BRT Apartments Corp.,14.22,$226.1M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,BC,Brunswick Corporation,51.46,$4.48B,n/a,Energy,Industrial Machinery/Components,}
{,BC^A,Brunswick Corporation,25.9,n/a,n/a,n/a,n/a,}
{,BC^B,Brunswick Corporation,26.03,n/a,n/a,n/a,n/a,}
{,BC^C,Brunswick Corporation,25.68,n/a,n/a,n/a,n/a,}
{,BT,BT Group plc,13.87,$27.53B,n/a,Public Utilities,Telecommunications Equipment,}
{,BPL,Buckeye Partners L.P.,41.75,$6.71B,1986,Energy,Natural Gas Distribution,}
{,BKE,"Buckle, Inc. (The)",18.71,$921.29M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,}
{,BVN,Buenaventura Mining Company Inc.,15.04,$3.82B,1996,Basic Industries,Precious Metals,}
{,BBW,"Build-A-Bear Workshop, Inc.",4.94,$74.81M,2004,Consumer Services,Recreational Products/Toys,}
{,BG,Bunge Limited,53.76,$7.61B,2001,Consumer Non-Durables,Packaged Foods,}
{,BURL,"Burlington Stores, Inc.",165.47,$10.99B,2013,Consumer Services,Department/Specialty Retail Stores,}
{,BWXT,"BWX Technologies, Inc.",49.95,$4.75B,n/a,Energy,Industrial Machinery/Components,}
{,BY,"Byline Bancorp, Inc.",19.95,$758.38M,2017,Finance,Major Banks,}
{,CJ,"C&J Energy Services, Inc",13.9,$918.21M,2017,Energy,Oilfield Services/Equipment,}
{,GYB,CABCO Series 2004-101 Trust,21.2,n/a,n/a,Finance,Finance: Consumer Services,}
{,PFH,CABCO Series 2004-101 Trust,7.5477,n/a,n/a,Finance,Finance: Consumer Services,}
{,CABO,"Cable One, Inc.",1090.44,$6.21B,2015,Consumer Services,Television Services,}
{,CBT,Cabot Corporation,46.52,$2.72B,n/a,Basic Industries,Major Chemicals,}
{,COG,Cabot Oil & Gas Corporation,25.96,$10.99B,1990,Energy,Oil & Gas Production,}
{,CACI,"CACI International, Inc.",204.08,$5.08B,n/a,Technology,EDP Services,}
{,WHD,"Cactus, Inc.",36.35,$2.73B,2018,Energy,Metal Fabrications,}
{,CADE,Cadence Bancorporation,22.01,$2.83B,2017,Finance,Major Banks,}
{,CAE,CAE Inc,23.35,$6.2B,n/a,Miscellaneous,Industrial Machinery/Components,}
{,CAI,"CAI International, Inc.",23.29,$417.71M,n/a,Technology,Diversified Commercial Services,}
{,CAI^A,"CAI International, Inc.",25.2987,n/a,n/a,n/a,n/a,}
{,CAI^B,"CAI International, Inc.",25.3482,n/a,n/a,n/a,n/a,}
{,CAL,"Caleres, Inc.",25.51,$1.08B,n/a,Consumer Non-Durables,Shoe Manufacturing,}
{,CRC,California Resources Corporation,20.09,$980.4M,2014,Energy,Oil & Gas Production,}
{,CWT,California Water  Service Group Holding,49.99,$2.41B,n/a,Public Utilities,Water Supply,}
{,CALX,"Calix, Inc",6.85,$371.93M,2010,Consumer Services,Telecommunications Equipment,}
{,ELY,Callaway Golf Company,16,$1.52B,1992,Consumer Non-Durables,Recreational Products/Toys,}
{,CPE,Callon Petroleum Company,7.98,$1.82B,n/a,Energy,Oil & Gas Production,}
{,CPE^A,Callon Petroleum Company,51.03,n/a,n/a,Energy,Oil & Gas Production,}
{,CBM,Cambrex Corporation,45.13,$1.52B,1987,Health Care,Major Pharmaceuticals,}
{,CPT,Camden Property Trust,100.98,$9.76B,1993,Consumer Services,Real Estate Investment Trusts,}
{,CCJ,Cameco Corporation,10.34,$4.09B,1996,Basic Industries,Precious Metals,}
{,CPB,Campbell Soup Company,38.74,$11.67B,n/a,Consumer Non-Durables,Packaged Foods,}
{,CWH,"Camping World Holdings, Inc.",11.52,$1.01B,2016,Consumer Durables,Automotive Aftermarket,}
{,GOOS,Canada Goose Holdings Inc.,51.27,$3.03B,2017,Consumer Non-Durables,Apparel,}
{,CM,Canadian Imperial Bank of Commerce,82.58,$36.68B,n/a,Finance,Commercial Banks,}
{,CNI,Canadian National Railway Company,92.41,$66.82B,n/a,Transportation,Railroads,}
{,CNQ,Canadian Natural Resources Limited,28.32,$33.93B,n/a,Energy,Oil & Gas Production,}
{,CP,Canadian Pacific Railway Limited,219.46,$30.68B,n/a,Transportation,Railroads,}
{,CANG,Cango Inc.,6.4,$968.99M,2018,Technology,Computer Software: Prepackaged Software,}
